Age,Gender,Unit_Price,Quantity,Is_Returning_Customer,Delivery_Time_Days,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,Discount_Percentage,Avg_Spending_City,Product_Beauty,Product_Books,Product_Electronics,Product_Fashion,Product_Food,Product_Home & Garden,Product_Sports,Product_Toys,Payment_Bank Transfer,Payment_Cash on Delivery,Payment_Credit Card,Payment_Debit Card,Payment_Digital Wallet,Device_Desktop,Device_Mobile,Device_Tablet,Engagement_Score,Pages_per_Minute,Browsing_to_Delivery_Ratio,Rating_Deviation,Age_Teen,Age_Young_Adult,Age_Adult,Age_Middle_Aged,Age_Senior,Age_Elder,Seg_Female_Adult,Seg_Female_Elder,Seg_Female_Middle_Aged,Seg_Female_Senior,Seg_Female_Teen,Seg_Female_Young_Adult,Seg_Male_Adult,Seg_Male_Elder,Seg_Male_Middle_Aged,Seg_Male_Senior,Seg_Male_Teen,Seg_Male_Young_Adult,Seg_Other_Adult,Seg_Other_Middle_Aged,Seg_Other_Senior,Seg_Other_Teen,Seg_Other_Young_Adult,Total_Amount,Avg_Spending_Gender,Relative_Spending,Age_Group,Avg_Spending_AgeGroup,AgeGroup_Spending_Deviation,Engagement_per_Year,Payment_Method,Gender_Payment_Female_Bank Transfer,Gender_Payment_Female_Cash on Delivery,Gender_Payment_Female_Credit Card,Gender_Payment_Female_Debit Card,Gender_Payment_Female_Digital Wallet,Gender_Payment_Male_Bank Transfer,Gender_Payment_Male_Cash on Delivery,Gender_Payment_Male_Credit Card,Gender_Payment_Male_Debit Card,Gender_Payment_Male_Digital Wallet,Gender_Payment_Other_Bank Transfer,Gender_Payment_Other_Cash on Delivery,Gender_Payment_Other_Credit Card,Gender_Payment_Other_Debit Card,Gender_Payment_Other_Digital Wallet,Age_x_Gender
21,0,1091.11,1,True,3,2023,1,2,0,1,0,0.0,1039.036261682243,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.058152793614595216,0.6666666666666666,0.2222222222222222,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1091.11,992.7806019261636,1.0990444393082022,Young_Adult,1004.3452976190476,86.76470238095226,0.002769180648314058,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
40,1,77.06,2,False,4,2023,1,2,0,1,0,9.87542174928627,1088.2490220820189,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.03078677309007982,1.2,0.3,-0.2257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,138.9,977.8351950718686,0.14204847677812535,Middle_Aged,993.3129057591623,-854.4129057591623,0.0007696693272519954,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40
20,0,197.88,3,True,3,2023,1,2,0,1,0,0.0,925.5570766129032,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.08893956670467502,1.0,0.3333333333333333,0.2743,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,593.64,992.7806019261636,0.5979568888113216,Young_Adult,1004.3452976190476,-410.70529761904766,0.004446978335233751,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
24,1,897.02,5,True,8,2023,1,2,0,1,0,0.0,852.2782380952381,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.1322690992018244,0.4117647058823529,0.051470588235294115,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4485.1,977.8351950718686,4.586764745842837,Young_Adult,1004.3452976190476,3480.754702380953,0.005511212466742683,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,24
57,0,37.19,4,False,5,2023,1,2,0,1,0,5.888679752621673,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.09692132269099202,0.7272727272727273,0.14545454545454545,0.2743,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,140.0,992.7806019261636,0.14101806555081367,Senior,991.7608411214953,-851.7608411214953,0.0017003740822981056,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
38,1,41.21,1,False,5,2023,1,2,0,1,0,0.0,1039.036261682243,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.10034207525655645,0.5384615384615384,0.10769230769230768,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,41.21,977.8351950718686,0.04214411611250213,Middle_Aged,993.3129057591623,-952.1029057591622,0.002640580927804117,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38
36,1,81.91,1,True,6,2023,1,2,0,1,0,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.12428734321550741,1.75,0.2916666666666667,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,81.91,977.8351950718686,0.08376667194309753,Middle_Aged,993.3129057591623,-911.4029057591623,0.0034524262004307616,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36
46,0,431.85,1,True,6,2023,1,2,0,1,0,0.0,925.5570766129032,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.3352337514253136,0.4074074074074074,0.06790123456790123,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,431.85,992.7806019261636,0.43499036862942064,Middle_Aged,993.3129057591623,-561.4629057591623,0.007287690248376382,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
50,0,696.98,1,True,14,2023,1,3,1,1,0,14.382048265373468,894.6065578231292,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.5096921322690993,0.5,0.03571428571428571,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,596.74,992.7806019261636,0.6010794316913753,Middle_Aged,993.3129057591623,-396.57290575916227,0.010193842645381986,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
23,1,1837.61,2,True,9,2023,1,3,1,1,0,4.253622912369872,925.5570766129032,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.22234891676168758,0.4090909090909091,0.045454545454545456,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3518.89,977.8351950718686,3.598653451762257,Young_Adult,1004.3452976190476,2514.544702380952,0.009667344207029895,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,23
23,0,22.64,1,True,3,2023,1,3,1,1,0,7.287985865724381,843.7162834224599,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.08437856328392246,1.5714285714285714,0.5238095238095238,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20.99,992.7806019261636,0.021142637113654134,Young_Adult,1004.3452976190476,-983.3552976190476,0.0036686331862574983,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
45,1,930.97,1,True,2,2023,1,3,1,1,0,20.421710688851412,1039.036261682243,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.5555555555555556,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,740.85,977.8351950718686,0.7576430095109732,Middle_Aged,993.3129057591623,-252.46290575916225,0.002204484986697073,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45
34,1,181.48,1,False,6,2023,1,3,1,1,0,0.0,1215.1903112840466,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.15051311288483465,0.18518518518518517,0.030864197530864196,0.02429999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,181.48,977.8351950718686,0.18559364698123965,Adult,948.9059180977544,-767.4259180977543,0.004426856261318666,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34
18,0,78.21,5,False,8,2023,1,4,2,1,0,0.0,945.8911166666668,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.06841505131128849,0.7777777777777778,0.09722222222222222,0.02429999999999999,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,391.05,992.7806019261636,0.39389367524032637,Teen,1036.446710816777,-645.3967108167772,0.0038008361839604716,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
46,1,4136.98,5,True,8,2023,1,4,2,1,0,5.50014745055572,1039.036261682243,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.15621436716077539,0.35,0.04375,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,19547.2,977.8351950718686,19.990280671543353,Middle_Aged,993.3129057591623,18553.88709424084,0.003395964503495117,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,46
52,1,240.87,2,False,8,2023,1,4,2,1,0,7.676339934404449,894.6065578231292,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.27822120866590655,0.6842105263157895,0.08552631578947369,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,444.76,977.8351950718686,0.4548414725114401,Senior,991.7608411214953,-547.0008411214953,0.005350407858959742,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,52
29,1,443.53,1,False,4,2023,1,4,2,1,0,0.0,945.8911166666668,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.07639680729760548,0.7,0.175,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,443.53,977.8351950718686,0.4535835918315474,Adult,948.9059180977544,-505.3759180977544,0.0026343726654346716,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29
60,1,912.21,4,True,4,2023,1,4,2,1,0,1.7452121770206421,925.5570766129032,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.14481185860889395,0.7692307692307693,0.19230769230769232,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3585.16,977.8351950718686,3.6664256083935483,Senior,991.7608411214953,2593.3991588785047,0.002413530976814899,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,60
40,1,1375.1,2,False,9,2023,1,4,2,1,0,0.0,1088.2490220820189,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.112884834663626,0.35294117647058826,0.0392156862745098,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2750.2,977.8351950718686,2.8125393868624933,Middle_Aged,993.3129057591623,1756.8870942408375,0.00282212086659065,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40
37,0,453.05,3,True,3,2023,1,4,2,1,0,4.512379060442187,894.6065578231292,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.25655644241733183,0.631578947368421,0.21052631578947367,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1297.82,992.7806019261636,1.3072576130939786,Middle_Aged,993.3129057591623,304.50709424083766,0.006933957903171131,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
18,1,288.26,4,True,14,2023,1,4,2,1,0,0.0,843.7162834224599,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.05131128848346636,0.75,0.05357142857142857,-0.4757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1153.04,977.8351950718686,1.1791762106857426,Teen,1036.446710816777,116.59328918322285,0.0028506271379703536,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18
39,0,724.61,2,False,17,2023,1,4,2,1,0,5.147596638191578,894.6065578231292,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.44127708095781076,0.43333333333333335,0.025490196078431372,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1374.62,992.7806019261636,1.3846160947675676,Middle_Aged,993.3129057591623,381.3070942408376,0.011314796947636173,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
20,1,37.68,1,True,3,2023,1,4,2,1,0,0.0,843.7162834224599,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.11516533637400228,0.6153846153846154,0.20512820512820515,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,37.68,977.8351950718686,0.03853410082793206,Young_Adult,1004.3452976190476,-966.6652976190477,0.005758266818700114,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20
25,1,1148.64,1,False,10,2023,1,4,2,1,0,0.0,894.6065578231292,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.15621436716077539,0.35,0.034999999999999996,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1148.64,977.8351950718686,1.174676474920273,Young_Adult,1004.3452976190476,144.29470238095246,0.006248574686431015,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25
18,0,544.6,1,True,13,2023,1,5,3,1,0,0.0,843.7162834224599,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.08547008547008547,-0.4757,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,544.6,992.7806019261636,0.5485602749926652,Teen,1036.446710816777,-491.8467108167771,0.005511212466742683,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
51,0,131.04,5,False,8,2023,1,5,3,1,0,0.0,1039.036261682243,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2120866590649943,0.25925925925925924,0.032407407407407406,0.2743,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,655.2,992.7806019261636,0.659964546777808,Senior,991.7608411214953,-336.5608411214953,0.004158561942450869,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
41,1,181.88,1,True,9,2023,1,5,3,1,0,14.526061139212668,1039.036261682243,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.1402508551881414,0.6428571428571429,0.07142857142857144,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,155.46,977.8351950718686,0.1589838459318025,Middle_Aged,993.3129057591623,-837.8529057591622,0.0034207525655644243,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41
46,0,46.09,4,True,17,2023,1,5,3,1,0,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.17217787913340935,0.7857142857142857,0.046218487394957986,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184.36,992.7806019261636,0.1857006468924858,Middle_Aged,993.3129057591623,-808.9529057591623,0.0037429973724654206,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
43,0,280.4,2,True,3,2023,1,5,3,1,0,0.0,1088.2490220820189,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.16077537058152794,0.5625,0.1875,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,560.8,992.7806019261636,0.5648780797206879,Middle_Aged,993.3129057591623,-432.5129057591623,0.0037389621065471615,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
18,0,746.9,1,True,8,2023,1,5,3,1,0,0.0,912.3450143266475,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.08551881413911061,0.46153846153846156,0.057692307692307696,0.2743,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,746.9,992.7806019261636,0.752331379713591,Teen,1036.446710816777,-289.54671081677714,0.00475104522995059,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
51,1,129.16,1,True,6,2023,1,5,3,1,0,11.094766181480335,843.7162834224599,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.014823261117445839,4.0,0.6666666666666666,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,114.83,977.8351950718686,0.11743287680656683,Senior,991.7608411214953,-876.9308411214953,0.00029065217877344784,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51
40,-1,21.87,2,False,8,2023,1,5,3,1,0,0.0,843.7162834224599,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.06955530216647662,0.25,0.03125,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,43.74,828.8576712328767,0.05277142447742487,Middle_Aged,993.3129057591623,-949.5729057591623,0.0017388825541619155,Credit Card,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-40
22,0,77.6,1,True,1,2023,1,5,3,1,0,13.77577319587629,1088.2490220820189,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0992018244013683,1.1111111111111112,1.1111111111111112,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,66.91,992.7806019261636,0.06739656261432102,Young_Adult,1004.3452976190476,-937.4352976190477,0.004509173836425831,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
20,0,1624.97,1,False,5,2023,1,5,3,1,0,0.0,894.6065578231292,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.09236031927023945,0.5833333333333334,0.11666666666666667,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1624.97,992.7806019261636,1.6367866141293264,Young_Adult,1004.3452976190476,620.6247023809524,0.004618015963511973,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
32,0,101.55,2,True,6,2023,1,5,3,1,0,0.0,1088.2490220820189,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.01710376282782212,2.0,0.3333333333333333,-0.2257,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,203.1,992.7806019261636,0.20457692223835897,Adult,948.9059180977544,-745.8059180977543,0.0005344925883694413,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
44,0,530.65,1,True,11,2023,1,5,3,1,0,0.0,1039.036261682243,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.1961231470923603,0.28,0.025454545454545455,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,530.65,992.7806019261636,0.5345088320324234,Middle_Aged,993.3129057591623,-462.6629057591623,0.004457344252099098,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
41,0,182.14,1,False,2,2023,1,5,3,1,0,17.931261666849675,925.5570766129032,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.05131128848346636,0.3333333333333333,0.16666666666666666,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149.48,992.7806019261636,0.15056700313239735,Middle_Aged,993.3129057591623,-843.8329057591623,0.0012514948410601552,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
32,0,153.87,4,True,8,2023,1,5,3,1,0,0.0,1039.036261682243,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.08437856328392246,1.5714285714285714,0.19642857142857142,0.02429999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,615.48,992.7806019261636,0.6199557070372486,Adult,948.9059180977544,-333.42591809775433,0.002636830102622577,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
24,1,103.15,4,True,8,2023,1,5,3,1,0,0.0,852.2782380952381,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.18928164196123148,1.0,0.125,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,412.6,977.8351950718686,0.4219524947347338,Young_Adult,1004.3452976190476,-591.7452976190476,0.007886735081717978,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,24
24,0,164.61,1,True,7,2023,1,6,4,1,0,17.265050725958325,1039.036261682243,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.20182440136830102,0.8,0.1142857142857143,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,136.19,992.7806019261636,0.13718035962403796,Young_Adult,1004.3452976190476,-868.1552976190476,0.008409350057012542,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
