Age,Gender,Unit_Price,Quantity,Is_Returning_Customer,Delivery_Time_Days,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,Discount_Percentage,Avg_Spending_City,Product_Beauty,Product_Books,Product_Electronics,Product_Fashion,Product_Food,Product_Home & Garden,Product_Sports,Product_Toys,Payment_Bank Transfer,Payment_Cash on Delivery,Payment_Credit Card,Payment_Debit Card,Payment_Digital Wallet,Device_Desktop,Device_Mobile,Device_Tablet,Engagement_Score,Pages_per_Minute,Browsing_to_Delivery_Ratio,Rating_Deviation,Age_Teen,Age_Young_Adult,Age_Adult,Age_Middle_Aged,Age_Senior,Age_Elder,Seg_Female_Adult,Seg_Female_Elder,Seg_Female_Middle_Aged,Seg_Female_Senior,Seg_Female_Teen,Seg_Female_Young_Adult,Seg_Male_Adult,Seg_Male_Elder,Seg_Male_Middle_Aged,Seg_Male_Senior,Seg_Male_Teen,Seg_Male_Young_Adult,Seg_Other_Adult,Seg_Other_Middle_Aged,Seg_Other_Senior,Seg_Other_Teen,Seg_Other_Young_Adult,Total_Amount,Avg_Spending_Gender,Relative_Spending,Age_Group,Avg_Spending_AgeGroup,AgeGroup_Spending_Deviation,Engagement_per_Year,Payment_Method,Gender_Payment_Female_Bank Transfer,Gender_Payment_Female_Cash on Delivery,Gender_Payment_Female_Credit Card,Gender_Payment_Female_Debit Card,Gender_Payment_Female_Digital Wallet,Gender_Payment_Male_Bank Transfer,Gender_Payment_Male_Cash on Delivery,Gender_Payment_Male_Credit Card,Gender_Payment_Male_Debit Card,Gender_Payment_Male_Digital Wallet,Gender_Payment_Other_Bank Transfer,Gender_Payment_Other_Cash on Delivery,Gender_Payment_Other_Credit Card,Gender_Payment_Other_Debit Card,Gender_Payment_Other_Digital Wallet,Age_x_Gender,Order_ID,Customer_ID,Date,City,Product_Category,Discount_Amount,Device_Type,Session_Duration_Minutes,Pages_Viewed,Customer_Rating
21,0,1091.11,1,True,3,2023,1,2,0,1,0,0.0,1039.036261682243,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0581527936145952,0.6666666666666666,0.2222222222222222,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1091.11,992.7806019261636,1.0990444393082022,Young_Adult,1004.3452976190476,86.76470238095226,0.002769180648314,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004457,CUST_04457,2023-01-02,Istanbul,Electronics,0.0,Mobile,9,6,4
40,1,77.06,2,False,4,2023,1,2,0,1,0,9.87542174928627,1088.2490220820189,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0307867730900798,1.2,0.3,-0.2257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,138.9,977.8351950718686,0.1420484767781253,Middle_Aged,993.3129057591624,-854.4129057591623,0.0007696693272519,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,ORD_004797,CUST_04797,2023-01-02,Konya,Beauty,15.22,Mobile,5,6,3
20,0,197.88,3,True,3,2023,1,2,0,1,0,0.0,925.5570766129032,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.088939566704675,1.0,0.3333333333333333,0.2743,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,593.64,992.7806019261636,0.5979568888113216,Young_Adult,1004.3452976190476,-410.70529761904766,0.0044469783352337,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_001211,CUST_01211,2023-01-02,Bursa,Sports,0.0,Mobile,9,9,5
24,1,897.02,5,True,8,2023,1,2,0,1,0,0.0,852.2782380952381,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.1322690992018244,0.4117647058823529,0.0514705882352941,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4485.1,977.8351950718686,4.586764745842837,Young_Adult,1004.3452976190476,3480.754702380953,0.0055112124667426,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,24,ORD_000514,CUST_00514,2023-01-02,Eskisehir,Home & Garden,0.0,Desktop,17,7,4
57,0,37.19,4,False,5,2023,1,2,0,1,0,5.888679752621673,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.096921322690992,0.7272727272727273,0.1454545454545454,0.2743,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,140.0,992.7806019261636,0.1410180655508136,Senior,991.7608411214952,-851.7608411214953,0.0017003740822981,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003462,CUST_03462,2023-01-02,Istanbul,Books,8.76,Desktop,11,8,5
38,1,41.21,1,False,5,2023,1,2,0,1,0,0.0,1039.036261682243,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.1003420752565564,0.5384615384615384,0.1076923076923076,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,41.21,977.8351950718686,0.0421441161125021,Middle_Aged,993.3129057591624,-952.1029057591622,0.0026405809278041,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38,ORD_001418,CUST_01418,2023-01-02,Istanbul,Food,0.0,Desktop,13,7,5
36,1,81.91,1,True,6,2023,1,2,0,1,0,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1242873432155074,1.75,0.2916666666666667,0.0242999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,81.91,977.8351950718686,0.0837666719430975,Middle_Aged,993.3129057591624,-911.4029057591624,0.0034524262004307,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36,ORD_000198,CUST_00198,2023-01-02,Istanbul,Books,0.0,Mobile,8,14,4
46,0,431.85,1,True,6,2023,1,2,0,1,0,0.0,925.5570766129032,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.3352337514253136,0.4074074074074074,0.0679012345679012,0.0242999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,431.85,992.7806019261636,0.4349903686294206,Middle_Aged,993.3129057591624,-561.4629057591623,0.0072876902483763,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000374,CUST_00374,2023-01-02,Bursa,Sports,0.0,Mobile,27,11,4
50,0,696.98,1,True,14,2023,1,3,1,1,0,14.382048265373468,894.6065578231292,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.5096921322690993,0.5,0.0357142857142857,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,596.74,992.7806019261636,0.6010794316913753,Middle_Aged,993.3129057591624,-396.5729057591623,0.0101938426453819,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003204,CUST_03204,2023-01-03,Ankara,Sports,100.24,Desktop,30,15,5
23,1,1837.61,2,True,9,2023,1,3,1,1,0,4.253622912369872,925.5570766129032,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2223489167616875,0.4090909090909091,0.0454545454545454,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3518.89,977.8351950718686,3.598653451762257,Young_Adult,1004.3452976190476,2514.544702380952,0.0096673442070298,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,23,ORD_004204,CUST_04204,2023-01-03,Bursa,Electronics,156.33,Desktop,22,9,4
23,0,22.64,1,True,3,2023,1,3,1,1,0,7.287985865724381,843.7162834224599,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0843785632839224,1.5714285714285714,0.5238095238095238,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20.99,992.7806019261636,0.0211426371136541,Young_Adult,1004.3452976190476,-983.3552976190476,0.0036686331862574,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000751,CUST_00751,2023-01-03,Antalya,Food,1.65,Tablet,7,11,4
45,1,930.97,1,True,2,2023,1,3,1,1,0,20.42171068885141,1039.036261682243,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.5555555555555556,0.0242999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,740.85,977.8351950718686,0.7576430095109732,Middle_Aged,993.3129057591624,-252.46290575916225,0.002204484986697,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45,ORD_002466,CUST_02466,2023-01-03,Istanbul,Electronics,190.12,Desktop,9,10,4
34,1,181.48,1,False,6,2023,1,3,1,1,0,0.0,1215.1903112840466,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.1505131128848346,0.1851851851851851,0.0308641975308641,0.0242999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,181.48,977.8351950718686,0.1855936469812396,Adult,948.9059180977544,-767.4259180977543,0.0044268562613186,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,ORD_003920,CUST_03920,2023-01-03,Kayseri,Fashion,0.0,Mobile,27,5,4
18,0,78.21,5,False,8,2023,1,4,2,1,0,0.0,945.8911166666668,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0684150513112884,0.7777777777777778,0.0972222222222222,0.0242999999999999,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,391.05,992.7806019261636,0.3938936752403263,Teen,1036.446710816777,-645.3967108167772,0.0038008361839604,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_000038,CUST_00038,2023-01-04,Izmir,Beauty,0.0,Mobile,9,7,4
46,1,4136.98,5,True,8,2023,1,4,2,1,0,5.50014745055572,1039.036261682243,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1562143671607753,0.35,0.04375,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,19547.2,977.8351950718686,19.990280671543356,Middle_Aged,993.3129057591624,18553.88709424084,0.0033959645034951,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,46,ORD_003721,CUST_03721,2023-01-04,Istanbul,Electronics,1137.7,Mobile,20,7,5
52,1,240.87,2,False,8,2023,1,4,2,1,0,7.676339934404449,894.6065578231292,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.2782212086659065,0.6842105263157895,0.0855263157894736,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,444.76,977.8351950718686,0.4548414725114401,Senior,991.7608411214952,-547.0008411214953,0.0053504078589597,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,52,ORD_002069,CUST_02069,2023-01-04,Ankara,Sports,36.98,Mobile,19,13,5
29,1,443.53,1,False,4,2023,1,4,2,1,0,0.0,945.8911166666668,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0763968072976054,0.7,0.175,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,443.53,977.8351950718686,0.4535835918315474,Adult,948.9059180977544,-505.3759180977544,0.0026343726654346,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29,ORD_002080,CUST_02080,2023-01-04,Izmir,Electronics,0.0,Mobile,10,7,5
60,1,912.21,4,True,4,2023,1,4,2,1,0,1.745212177020642,925.5570766129032,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.1448118586088939,0.7692307692307693,0.1923076923076923,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3585.16,977.8351950718686,3.666425608393548,Senior,991.7608411214952,2593.3991588785047,0.0024135309768148,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,60,ORD_000285,CUST_00285,2023-01-04,Bursa,Home & Garden,63.68,Mobile,13,10,5
40,1,1375.1,2,False,9,2023,1,4,2,1,0,0.0,1088.2490220820189,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.112884834663626,0.3529411764705882,0.0392156862745098,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2750.2,977.8351950718686,2.8125393868624933,Middle_Aged,993.3129057591624,1756.8870942408375,0.0028221208665906,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,ORD_000846,CUST_00846,2023-01-04,Konya,Home & Garden,0.0,Mobile,17,6,5
37,0,453.05,3,True,3,2023,1,4,2,1,0,4.512379060442187,894.6065578231292,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.2565564424173318,0.631578947368421,0.2105263157894736,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1297.82,992.7806019261636,1.3072576130939786,Middle_Aged,993.3129057591624,304.50709424083766,0.0069339579031711,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_003744,CUST_03744,2023-01-04,Ankara,Home & Garden,61.33,Mobile,19,12,5
18,1,288.26,4,True,14,2023,1,4,2,1,0,0.0,843.7162834224599,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0513112884834663,0.75,0.0535714285714285,-0.4757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1153.04,977.8351950718686,1.1791762106857426,Teen,1036.446710816777,116.59328918322284,0.0028506271379703,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18,ORD_003991,CUST_03991,2023-01-04,Antalya,Sports,0.0,Desktop,8,6,2
39,0,724.61,2,False,17,2023,1,4,2,1,0,5.147596638191578,894.6065578231292,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.4412770809578107,0.4333333333333333,0.0254901960784313,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1374.62,992.7806019261636,1.3846160947675676,Middle_Aged,993.3129057591624,381.3070942408376,0.0113147969476361,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003301,CUST_03301,2023-01-04,Ankara,Home & Garden,74.6,Desktop,30,13,5
20,1,37.68,1,True,3,2023,1,4,2,1,0,0.0,843.7162834224599,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.1151653363740022,0.6153846153846154,0.2051282051282051,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,37.68,977.8351950718686,0.038534100827932,Young_Adult,1004.3452976190476,-966.6652976190476,0.0057582668187001,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20,ORD_004873,CUST_04873,2023-01-04,Antalya,Books,0.0,Desktop,13,8,4
25,1,1148.64,1,False,10,2023,1,4,2,1,0,0.0,894.6065578231292,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1562143671607753,0.35,0.0349999999999999,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1148.64,977.8351950718686,1.174676474920273,Young_Adult,1004.3452976190476,144.29470238095246,0.006248574686431,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25,ORD_002003,CUST_02003,2023-01-04,Ankara,Electronics,0.0,Mobile,20,7,5
18,0,544.6,1,True,13,2023,1,5,3,1,0,0.0,843.7162834224599,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.0854700854700854,-0.4757,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,544.6,992.7806019261636,0.5485602749926652,Teen,1036.446710816777,-491.8467108167771,0.0055112124667426,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003730,CUST_03730,2023-01-05,Antalya,Sports,0.0,Desktop,9,10,2
51,0,131.04,5,False,8,2023,1,5,3,1,0,0.0,1039.036261682243,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2120866590649943,0.2592592592592592,0.0324074074074074,0.2743,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,655.2,992.7806019261636,0.659964546777808,Senior,991.7608411214952,-336.5608411214953,0.0041585619424508,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_001602,CUST_01602,2023-01-05,Istanbul,Beauty,0.0,Desktop,27,7,5
41,1,181.88,1,True,9,2023,1,5,3,1,0,14.526061139212668,1039.036261682243,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.1402508551881414,0.6428571428571429,0.0714285714285714,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,155.46,977.8351950718686,0.1589838459318025,Middle_Aged,993.3129057591624,-837.8529057591622,0.0034207525655644,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41,ORD_000477,CUST_00477,2023-01-05,Istanbul,Toys,26.42,Mobile,14,9,5
46,0,46.09,4,True,17,2023,1,5,3,1,0,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.1721778791334093,0.7857142857142857,0.0462184873949579,0.0242999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184.36,992.7806019261636,0.1857006468924858,Middle_Aged,993.3129057591624,-808.9529057591623,0.0037429973724654,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_002957,CUST_02957,2023-01-05,Istanbul,Books,0.0,Desktop,14,11,4
43,0,280.4,2,True,3,2023,1,5,3,1,0,0.0,1088.2490220820189,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.1607753705815279,0.5625,0.1875,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,560.8,992.7806019261636,0.5648780797206879,Middle_Aged,993.3129057591624,-432.5129057591623,0.0037389621065471,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_001565,CUST_01565,2023-01-05,Konya,Toys,0.0,Tablet,16,9,3
18,0,746.9,1,True,8,2023,1,5,3,1,0,0.0,912.3450143266476,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0855188141391106,0.4615384615384615,0.0576923076923076,0.2743,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,746.9,992.7806019261636,0.752331379713591,Teen,1036.446710816777,-289.54671081677714,0.0047510452299505,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000527,CUST_00527,2023-01-05,Gaziantep,Fashion,0.0,Mobile,13,6,5
51,1,129.16,1,True,6,2023,1,5,3,1,0,11.094766181480336,843.7162834224599,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.0148232611174458,4.0,0.6666666666666666,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,114.83,977.8351950718686,0.1174328768065668,Senior,991.7608411214952,-876.9308411214953,0.0002906521787734,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51,ORD_004551,CUST_04551,2023-01-05,Antalya,Fashion,14.33,Desktop,2,8,5
